5E-03 30   0.7   0.293943   0.006057       0.898       1.8       2.5       1.0
5E-03 31   0.7   0.293779   0.006221       0.997       2.0       2.5       1.0
5E-03 32   0.7   0.293614   0.006386       1.096       2.2       2.5       1.0
5E-03 33   0.7   0.291313   0.008687       2.484       5.0       2.5       1.0
5E-03 34   0.7   0.287202   0.012798       4.962      10.0       2.5       1.0
5E-03 35   0.7   0.270762   0.029238      14.875      30.0       2.5       1.0
5E-03 36   0.8   0.194601   0.005399       0.501       1.0       2.5       1.0
5E-03 37   0.8   0.193943   0.006057       0.898       1.8       2.5       1.0
5E-03 38   0.8   0.193779   0.006221       0.997       2.0       2.5       1.0
5E-03 39   0.8   0.193614   0.006386       1.096       2.2       2.5       1.0
5E-03 40   0.8   0.191313   0.008687       2.484       5.0       2.5       1.0
5E-03 41   0.8   0.187202   0.012798       4.962      10.0       2.5       1.0
5E-03 42   0.8   0.170762   0.029238      14.875      30.0       2.5       1.0
5E-03 43   0.5   0.493935   0.006065       0.501       1.0       5.0       1.0
5E-03 44   0.5   0.493278   0.006722       0.898       1.8       5.0       1.0
5E-03 45   0.5   0.493113   0.006887       0.997       2.0       5.0       1.0
5E-03 46   0.5   0.492949   0.007051       1.096       2.2       5.0       1.0
5E-03 47   0.5   0.490647   0.009353       2.484       5.0       5.0       1.0
5E-03 48   0.5   0.486537   0.013463       4.962      10.0       5.0       1.0
5E-03 49   0.5   0.470096   0.029904      14.875      30.0       5.0       1.0
5E-03 50   0.7   0.293935   0.006065       0.501       1.0       5.0       1.0
5E-03 51   0.7   0.293278   0.006722       0.898       1.8       5.0       1.0
5E-03 52   0.7   0.293113   0.006887       0.997       2.0       5.0       1.0
5E-03 53   0.7   0.292949   0.007051       1.096       2.2       5.0       1.0
5E-03 54   0.7   0.290647   0.009353       2.484       5.0       5.0       1.0
5E-03 55   0.7   0.286537   0.013463       4.962      10.0       5.0       1.0
5E-03 56   0.7   0.270096   0.029904      14.875      30.0       5.0       1.0
5E-03 57   0.8   0.193935   0.006065       0.501       1.0       5.0       1.0
5E-03 58   0.8   0.193278   0.006722       0.898       1.8       5.0       1.0
5E-03 59   0.8   0.193113   0.006887       0.997       2.0       5.0       1.0
5E-03 60   0.8   0.192949   0.007051       1.096       2.2       5.0       1.0
5E-03 61   0.8   0.190647   0.009353       2.484       5.0       5.0       1.0
5E-03 62   0.8   0.186537   0.013463       4.962      10.0       5.0       1.0
5E-03 63   0.8   0.170096   0.029904      14.875      30.0       5.0       1.0
